# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
8

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,Duct,0,BCEQUETROM,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.804347826086956275e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,37,25
# x,y,z,u,w
2.512746161919611865e+01, 6.463414546633717784e-17, 1.055555699999999764e+00, 9.238972108196609135e-17, 3.506096013878066131e-01, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.199999999999999956e+00, 3.216336609715709116e+00, 7.836633902842906618e-01, 2.512746161919611865e+01, -2.775557561562891351e-17, 1.055555699999999764e+00
2.461231916080115312e+01, 6.463414546633717784e-17, 1.055555699999999764e+00, 3.687856985070826433e-17, 4.149131731903375475e-01, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.199999999999999956e+00, 3.000000000000000000e+00, 1.000000000000000000e+00, 2.461231916080115312e+01, 2.775557561562891351e-17, 1.055555699999999764e+00
2.409661103020530604e+01, 6.463414546633717784e-17, 1.055555699999999764e+00, 3.687856985070826433e-17, 4.570797727104469188e-01, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.199999999999999956e+00, 2.783663390284290440e+00, 1.216336609715709338e+00, 2.409661103020530604e+01, 2.775557561562891351e-17, 1.055555699999999764e+00
2.362067749217971624e+01, 6.463414546633717784e-17, 1.055555699999999764e+00, 9.122994235079350817e-18, 4.680290773091422274e-01, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.199999999999999956e+00, 2.584161237591246607e+00, 1.415838762408753171e+00, 2.362067749217971624e+01, 5.551115123125782702e-17, 1.055555699999999764e+00
2.321359991665059042e+01, 6.463414546633717784e-17, 1.055555699999999764e+00, 7.414373261180738971e-17, 4.460331991527690110e-01, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.199999999999999956e+00, 2.413466350417201589e+00, 1.586533649582798411e+00, 2.321359991665059042e+01, 1.387778780781445676e-16, 1.055555699999999764e+00
2.288789494427813764e+01, 6.463414546633717784e-17, 1.055555699999999764e+00, 4.638815699617847620e-17, 3.961791190371811711e-01, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.199999999999999956e+00, 2.276535875536843889e+00, 1.723464124463156111e+00, 2.288789494427813764e+01, 1.110223024625156540e-16, 1.055555699999999764e+00
2.264163538134664577e+01, 6.463414546633717784e-17, 1.055555699999999764e+00, 1.018993082274363032e-16, 3.262275574957211877e-01, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.199999999999999956e+00, 2.172260364380927733e+00, 1.827739635619072267e+00, 2.264163538134664577e+01, 1.665334536937734811e-16, 1.055555699999999764e+00
2.246468905351425960e+01, 6.463414546633717784e-17, 1.055555699999999764e+00, 1.435326716508796858e-16, 2.414858112775420118e-01, 2.942378817211196400e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.199999999999999956e+00, 2.095955830069344827e+00, 1.904044169930654951e+00, 2.246468905351425960e+01, 2.081668171172168513e-16, 1.055555699999999764e+00
2.234626398004581205e+01, 6.463414546633717784e-17, 1.055555699999999764e+00, 5.945607754048495304e-16, 1.391143586577417990e-01, -2.553808041872312070e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.199999999999999956e+00, 2.041733119767888294e+00, 1.958266880232111484e+00, 2.234626398004581205e+01, 6.591949208711866959e-16, 1.055555699999999764e+00
2.229508196721311464e+01, 6.463414546633717784e-17, 1.055555699999999764e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.199999999999999956e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.229508196721311464e+01, 6.463414546633717784e-17, 1.055555699999999764e+00
2.766333593546708158e+01, 1.292682909326743557e-16, 2.111111399999999527e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 4.000000000000000000e+00, 0.000000000000000000e+00, 2.766333593546708158e+01, 1.292682909326743557e-16, 2.111111399999999527e+00
2.756084568994514683e+01, 1.292682909326743557e-16, 2.111111399999999527e+00, 9.558640272356229115e-16, 2.373246841878710878e-02, 1.496984475491011268e-13, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 3.958266880232111262e+00, 4.173311976788848798e-02, 2.756084568994514683e+01, -8.265957363029485805e-16, 2.111111399999999527e+00
2.741352093134518242e+01, 1.292682909326743557e-16, 2.111111399999999527e+00, 1.277655232029320628e-15, 5.703644944067396555e-02, 6.228847892251479527e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 3.904044169930655173e+00, 9.595583006934514658e-02, 2.741352093134518242e+01, -1.148386941096646297e-15, 2.111111399999999527e+00
2.720611274735086837e+01, 1.292682909326743557e-16, 2.111111399999999527e+00, 8.509132569390260823e-16, 1.023488418041369474e-01, -6.942362250858221042e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 3.827739635619072267e+00, 1.722603643809275942e-01, 2.720611274735086837e+01, -7.216449660063517513e-16, 2.111111399999999527e+00
2.692252414825764362e+01, 1.292682909326743557e-16, 2.111111399999999527e+00, 1.084516092209526705e-16, 1.614458340085374033e-01, -2.200560764307259850e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 3.723464124463156111e+00, 2.765358755368439447e-01, 2.692252414825764362e+01, 2.081668171172168513e-17, 2.111111399999999527e+00
2.654988394513429029e+01, 1.292682909326743557e-16, 2.111111399999999527e+00, 9.457382141313821379e-17, 2.342265531026828662e-01, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 3.586533649582798411e+00, 4.134663504172014781e-01, 2.654988394513429029e+01, 3.469446951953614189e-17, 2.111111399999999527e+00
2.608499222832360331e+01, 1.292682909326743557e-16, 2.111111399999999527e+00, 1.847794421639321827e-16, 3.171150128040586269e-01, -2.240646790819505094e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 3.415838762408752949e+00, 5.841612375912467181e-01, 2.608499222832360331e+01, -5.551115123125782702e-17, 2.111111399999999527e+00
2.554113685809977241e+01, 1.292682909326743557e-16, 2.111111399999999527e+00, 1.153905031248598989e-16, 4.018168999978183331e-01, -1.768324666692610661e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 3.216336609715709116e+00, 7.836633902842906618e-01, 2.554113685809977241e+01, 1.387778780781445676e-17, 2.111111399999999527e+00
2.495075671770947423e+01, 1.292682909326743557e-16, 2.111111399999999527e+00, 4.600156408578761514e-17, 4.755121490104105564e-01, -7.471341554982478759e-15, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 3.000000000000000000e+00, 1.000000000000000000e+00, 2.495075671770947423e+01, 8.326672684688674053e-17, 2.111111399999999527e+00
2.435972828745696361e+01, 1.292682909326743557e-16, 2.111111399999999527e+00, 4.600156408578761514e-17, 5.238372725539586217e-01, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 2.783663390284290440e+00, 1.216336609715709338e+00, 2.435972828745696361e+01, 8.326672684688674053e-17, 2.111111399999999527e+00
2.381428361595491339e+01, 1.292682909326743557e-16, 2.111111399999999527e+00, 1.824598847015870163e-17, 5.363857470211856882e-01, -6.623430429556471978e-15, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 2.584161237591246607e+00, 1.415838762408753171e+00, 2.381428361595491339e+01, 1.110223024625156540e-16, 2.111111399999999527e+00
2.334775147077039748e+01, 1.292682909326743557e-16, 2.111111399999999527e+00, 9.277631399235695241e-17, 5.111773227836885480e-01, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 2.413466350417201589e+00, 1.586533649582798411e+00, 2.334775147077039748e+01, 2.220446049250313081e-16, 2.111111399999999527e+00
2.297447657528966758e+01, 1.292682909326743557e-16, 2.111111399999999527e+00, 6.502073837672803890e-17, 4.540419453011679818e-01, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 2.276535875536843889e+00, 1.723464124463156111e+00, 2.297447657528966758e+01, 1.942890293094023946e-16, 2.111111399999999527e+00
2.269225026494255815e+01, 1.292682909326743557e-16, 2.111111399999999527e+00, 1.482874652236147794e-16, 3.738738053034662556e-01, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 2.172260364380927733e+00, 1.827739635619072267e+00, 2.269225026494255815e+01, 2.775557561562891351e-16, 2.111111399999999527e+00
2.248946053917871168e+01, 1.292682909326743557e-16, 2.111111399999999527e+00, 1.621652530314292362e-16, 2.767553418301074153e-01, 2.567403870369674855e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 2.095955830069344827e+00, 1.904044169930654951e+00, 2.248946053917871168e+01, 2.914335439641035919e-16, 2.111111399999999527e+00
2.235373922488854248e+01, 1.292682909326743557e-16, 2.111111399999999527e+00, 6.825822958244713892e-16, 1.594323148019257119e-01, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 2.041733119767888294e+00, 1.958266880232111484e+00, 2.235373922488854248e+01, 8.118505867571457202e-16, 2.111111399999999527e+00
2.229508196721311464e+01, 1.292682909326743557e-16, 2.111111399999999527e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.229508196721311464e+01, 1.292682909326743557e-16, 2.111111399999999527e+00
2.834746291959406861e+01, 1.939024363990116198e-16, 3.166667100000000623e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 4.000000000000000000e+00, 0.000000000000000000e+00, 2.834746291959406861e+01, 1.939024363990116198e-16, 3.166667100000000623e+00
2.823191138021643454e+01, 1.939024363990116198e-16, 3.166667100000000623e+00, 1.078611409147183312e-15, 2.675691959811805215e-02, -2.655547598274639432e-13, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 3.958266880232111262e+00, 4.173311976788848798e-02, 2.823191138021643454e+01, -8.847089727481716182e-16, 3.166667100000000623e+00
2.806581164498827263e+01, 1.939024363990116198e-16, 3.166667100000000623e+00, 1.439433892150359188e-15, 6.430513947879651360e-02, -5.524774081194467401e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 3.904044169930655173e+00, 9.595583006934514658e-02, 2.806581164498827263e+01, -1.245531455751347494e-15, 3.166667100000000623e+00
2.783197148958604572e+01, 1.939024363990116198e-16, 3.166667100000000623e+00, 9.606502127807604295e-16, 1.153921152570000497e-01, -6.157636803672306421e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 3.827739635619072267e+00, 1.722603643809275942e-01, 2.783197148958604572e+01, -7.667477763817487357e-16, 3.166667100000000623e+00
2.751224253383724161e+01, 1.939024363990116198e-16, 3.166667100000000623e+00, 1.245134973599393360e-16, 1.820203918020559253e-01, -3.903643590289615892e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 3.723464124463156111e+00, 2.765358755368439447e-01, 2.751224253383724161e+01, 6.938893903907228378e-17, 3.166667100000000623e+00
2.709211329240928379e+01, 1.939024363990116198e-16, 3.166667100000000623e+00, 9.675792174431042251e-17, 2.640762409759106477e-01, -2.690672713055305758e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 3.586533649582798411e+00, 4.134663504172014781e-01, 2.709211329240928379e+01, 9.714451465470119729e-17, 3.166667100000000623e+00
2.656797606112627008e+01, 1.939024363990116198e-16, 3.166667100000000623e+00, 1.939024363990116198e-16, 3.575279550035114218e-01, -1.987376723459628860e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 3.415838762408752949e+00, 5.841612375912467181e-01, 2.656797606112627008e+01, 0.000000000000000000e+00, 3.166667100000000623e+00
2.595481209700342262e+01, 1.939024363990116198e-16, 3.166667100000000623e+00, 1.383912851677537928e-16, 4.530241986078301641e-01, -1.568443226528824537e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 3.216336609715709116e+00, 7.836633902842906618e-01, 2.595481209700342262e+01, 5.551115123125782702e-17, 3.166667100000000623e+00
2.528919427461779179e+01, 1.939024363990116198e-16, 3.166667100000000623e+00, 2.736898270523813873e-17, 5.361111248304836208e-01, -6.626823272738196227e-15, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 3.000000000000000000e+00, 1.000000000000000000e+00, 2.528919427461779179e+01, 1.665334536937734811e-16, 3.166667100000000623e+00
2.462284554470861764e+01, 1.939024363990116198e-16, 3.166667100000000623e+00, 2.736898270523813873e-17, 5.905947723974701580e-01, -6.015484465564360227e-15, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 2.783663390284290440e+00, 1.216336609715709338e+00, 2.462284554470861764e+01, 1.665334536937734811e-16, 3.166667100000000623e+00
2.400788973973011053e+01, 1.939024363990116198e-16, 3.166667100000000623e+00, 2.814216852601968829e-17, 6.047424167332291489e-01, -1.762426570634145433e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 2.584161237591246607e+00, 1.415838762408753171e+00, 2.400788973973011053e+01, 2.220446049250313081e-16, 3.166667100000000623e+00
2.348190302489020809e+01, 1.939024363990116198e-16, 3.166667100000000623e+00, 8.365331975727751531e-17, 5.763214464146081406e-01, -6.164465509486980660e-15, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 2.413466350417201589e+00, 1.586533649582798411e+00, 2.348190302489020809e+01, 2.775557561562891351e-16, 3.166667100000000623e+00
2.306105820630119752e+01, 1.939024363990116198e-16, 3.166667100000000623e+00, 2.814216852601968829e-17, 5.119047715651549035e-01, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 2.276535875536843889e+00, 1.723464124463156111e+00, 2.306105820630119752e+01, 2.220446049250313081e-16, 3.166667100000000623e+00
2.274286514853847763e+01, 1.939024363990116198e-16, 3.166667100000000623e+00, 1.391644709885353423e-16, 4.215200531112113791e-01, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 2.172260364380927733e+00, 1.827739635619072267e+00, 2.274286514853847763e+01, 3.330669073875469621e-16, 3.166667100000000623e+00
2.251423202484316377e+01, 1.939024363990116198e-16, 3.166667100000000623e+00, 3.558043434448609007e-15, 3.120248723826728465e-01, 1.138599513452693601e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 2.095955830069344827e+00, 1.904044169930654951e+00, 2.251423202484316022e+01, 3.885780586188047891e-16, 3.166667100000000623e+00
2.236121446973127291e+01, 1.939024363990116198e-16, 3.166667100000000623e+00, 7.706038162440931493e-16, 1.797502709461096249e-01, -1.976471946384786936e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 2.041733119767888294e+00, 1.958266880232111484e+00, 2.236121446973127291e+01, 9.645062526431047445e-16, 3.166667100000000623e+00
2.229508196721311464e+01, 1.939024363990116198e-16, 3.166667100000000623e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.229508196721311464e+01, 1.939024363990116198e-16, 3.166667100000000623e+00
2.903158990372105208e+01, 2.585365818653488100e-16, 4.222222799999999943e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 4.000000000000000000e+00, 0.000000000000000000e+00, 2.903158990372105208e+01, 2.585365818653488100e-16, 4.222222799999999943e+00
2.890297707048772580e+01, 2.585365818653488100e-16, 4.222222799999999943e+00, 1.199624067582766708e-15, 2.978137077744898858e-02, -2.385863099015362919e-13, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 3.958266880232111262e+00, 4.173311976788848798e-02, 2.890297707048772580e+01, -9.410874857174178487e-16, 4.222222799999999943e+00
2.871810235863135929e+01, 2.585365818653488100e-16, 4.222222799999999943e+00, 3.898304606129136272e-15, 7.157382951691906858e-02, -2.481852447171831593e-13, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 3.904044169930655173e+00, 9.595583006934514658e-02, 2.871810235863136285e+01, -1.346145417358002305e-15, 4.222222799999999943e+00
2.845783023182121951e+01, 2.585365818653488100e-16, 4.222222799999999943e+00, 1.077326062526401808e-15, 1.284353887098631519e-01, -1.383074289137753528e-13, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 3.827739635619072267e+00, 1.722603643809275942e-01, 2.845783023182121951e+01, -8.187894806610529486e-16, 4.222222799999999943e+00
2.810196091941683605e+01, 2.585365818653488100e-16, 4.222222799999999943e+00, 3.555493766348685344e-15, 2.025949495955744473e-01, -5.260812797988090917e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 3.723464124463156111e+00, 2.765358755368439447e-01, 2.810196091941683250e+01, 1.179611963664228824e-16, 4.222222799999999943e+00
2.763434263968427729e+01, 2.585365818653488100e-16, 4.222222799999999943e+00, 1.197587037872042424e-16, 2.939259288491383737e-01, -2.417421077964156870e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 3.586533649582798411e+00, 4.134663504172014781e-01, 2.763434263968427729e+01, 1.387778780781445676e-16, 4.222222799999999943e+00
2.705095989392894040e+01, 2.585365818653488100e-16, 4.222222799999999943e+00, 2.169032184419054397e-16, 3.979408972029642166e-01, -2.678322613060166605e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 3.415838762408752949e+00, 5.841612375912467181e-01, 2.705095989392894040e+01, 4.163336342344337027e-17, 4.222222799999999943e+00
2.636848733590707639e+01, 2.585365818653488100e-16, 4.222222799999999943e+00, 1.475142794028331559e-16, 5.042314972178418842e-01, -2.113739640464564658e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 3.216336609715709116e+00, 7.836633902842906618e-01, 2.636848733590707639e+01, 1.110223024625156540e-16, 4.222222799999999943e+00
2.562763183152610935e+01, 2.585365818653488100e-16, 4.222222799999999943e+00, 3.649197694031750188e-17, 5.967101006505566296e-01, -5.953835329630240956e-15, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 3.000000000000000000e+00, 1.000000000000000000e+00, 2.562763183152610935e+01, 2.220446049250313081e-16, 4.222222799999999943e+00
2.488596280196027521e+01, 2.585365818653488100e-16, 4.222222799999999943e+00, 3.649197694031750188e-17, 6.573522722409818053e-01, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 2.783663390284290440e+00, 1.216336609715709338e+00, 2.488596280196027521e+01, 2.220446049250313081e-16, 4.222222799999999943e+00
2.420149586350530768e+01, 2.585365818653488100e-16, 4.222222799999999943e+00, 4.677474990656923866e-17, 6.730990864452726097e-01, -2.111257465858623009e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 2.584161237591246607e+00, 1.415838762408753171e+00, 2.420149586350530768e+01, 3.053113317719180486e-16, 4.222222799999999943e+00
2.361605457901001515e+01, 2.585365818653488100e-16, 4.222222799999999943e+00, 1.022859011378270657e-16, 6.414655700455276222e-01, -1.107686474442688844e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 2.413466350417201589e+00, 1.586533649582798411e+00, 2.361605457901001515e+01, 3.608224830031758756e-16, 4.222222799999999943e+00
2.314763983731272390e+01, 2.585365818653488100e-16, 4.222222799999999943e+00, 4.677474990656923866e-17, 5.697675978291416587e-01, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 2.276535875536843889e+00, 1.723464124463156111e+00, 2.314763983731272390e+01, 3.053113317719180486e-16, 4.222222799999999943e+00
2.279348003213439000e+01, 2.585365818653488100e-16, 4.222222799999999943e+00, 1.716748401768993495e-16, 4.691663009189565026e-01, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 2.172260364380927733e+00, 1.827739635619072267e+00, 2.279348003213439000e+01, 4.302114220422481594e-16, 4.222222799999999943e+00
2.253900351050761230e+01, 2.585365818653488100e-16, 4.222222799999999943e+00, 2.133082036003427197e-16, 3.472944029352382778e-01, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 2.095955830069344827e+00, 1.904044169930654951e+00, 2.253900351050761230e+01, 4.718447854656915297e-16, 4.222222799999999943e+00
2.236868971457399979e+01, 2.585365818653488100e-16, 4.222222799999999943e+00, 3.653374369034337659e-15, 2.000682270902935378e-01, -1.775751067758056515e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 2.041733119767888294e+00, 1.958266880232111484e+00, 2.236868971457400335e+01, 1.110223024625156540e-15, 4.222222799999999943e+00
2.229508196721311464e+01, 2.585365818653488100e-16, 4.222222799999999943e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.229508196721311464e+01, 2.585365818653488100e-16, 4.222222799999999943e+00
2.971571688784803555e+01, 3.231707273316859755e-16, 5.277778500000000150e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 4.000000000000000000e+00, 0.000000000000000000e+00, 2.971571688784803555e+01, 3.231707273316859755e-16, 5.277778500000000150e+00
2.957404276075901706e+01, 3.231707273316859755e-16, 5.277778500000000150e+00, 1.322371449494326911e-15, 3.280582195677993196e-02, -4.331808766725647302e-13, -1.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 3.958266880232111262e+00, 4.173311976788848798e-02, 2.957404276075901706e+01, -9.992007221626408864e-16, 5.277778500000000150e+00
2.937039307227444951e+01, 3.231707273316859755e-16, 5.277778500000000150e+00, 1.766460659344389527e-15, 7.884251955504162357e-02, -2.703653078707316224e-13, -1.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 3.904044169930655173e+00, 9.595583006934514658e-02, 2.937039307227444951e+01, -1.443289932012703503e-15, 5.277778500000000150e+00
2.908368897405640041e+01, 3.231707273316859755e-16, 5.277778500000000150e+00, 1.183593571416182344e-15, 1.414786621627262542e-01, -1.506678233095348047e-13, -1.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 3.827739635619072267e+00, 1.722603643809275942e-01, 2.908368897405640041e+01, -8.604228440844963188e-16, 5.277778500000000150e+00
2.869167930499643049e+01, 3.231707273316859755e-16, 5.277778500000000150e+00, 1.566372736379124944e-16, 2.231695073890929415e-01, -3.183870162518568459e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 3.723464124463156111e+00, 2.765358755368439447e-01, 2.869167930499643049e+01, 1.665334536937734811e-16, 5.277778500000000150e+00
2.817657198695927079e+01, 3.231707273316859755e-16, 5.277778500000000150e+00, 1.288816980222835809e-16, 3.237756167223661552e-01, -2.194552952915482620e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 3.586533649582798411e+00, 4.134663504172014781e-01, 2.817657198695927079e+01, 1.942890293094023946e-16, 5.277778500000000150e+00
2.753394372673160717e+01, 3.231707273316859755e-16, 5.277778500000000150e+00, 2.399040004847992349e-16, 4.383538394024169560e-01, -2.431401319749165529e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 3.415838762408752949e+00, 5.841612375912467181e-01, 2.753394372673160717e+01, 8.326672684688674053e-17, 5.277778500000000150e+00
2.678216257481072660e+01, 3.231707273316859755e-16, 5.277778500000000150e+00, 1.566372736379124944e-16, 5.554387958278536042e-01, -1.918868670402484211e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 3.216336609715709116e+00, 7.836633902842906618e-01, 2.678216257481072660e+01, 1.665334536937734811e-16, 5.277778500000000150e+00
2.596606938843442336e+01, 3.231707273316859755e-16, 5.277778500000000150e+00, 3.553006502827080626e-15, 6.573090764706296385e-01, -5.404936286406575776e-15, -1.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 3.000000000000000000e+00, 1.000000000000000000e+00, 2.596606938843442691e+01, 2.775557561562891351e-16, 5.277778500000000150e+00
2.514908005921193279e+01, 3.231707273316859755e-16, 5.277778500000000150e+00, 4.561497117539684037e-17, 7.241097720844933416e-01, -4.906319201539445258e-15, -1.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 2.783663390284290440e+00, 1.216336609715709338e+00, 2.514908005921193279e+01, 2.775557561562891351e-16, 5.277778500000000150e+00
2.439510198728050483e+01, 3.231707273316859755e-16, 5.277778500000000150e+00, 3.765175567148990016e-17, 7.414557561573160704e-01, -1.437461500284063307e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 2.584161237591246607e+00, 1.415838762408753171e+00, 2.439510198728050483e+01, 3.608224830031758756e-16, 5.277778500000000150e+00
2.375020613312982221e+01, 3.231707273316859755e-16, 5.277778500000000150e+00, 9.316290690274772719e-17, 7.066096936764472147e-01, -1.005566074338988406e-14, -1.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 2.413466350417201589e+00, 1.586533649582798411e+00, 2.375020613312982221e+01, 4.163336342344337027e-16, 5.277778500000000150e+00
2.323422146832425739e+01, 3.231707273316859755e-16, 5.277778500000000150e+00, 6.540733128711881368e-17, 6.276304240931285250e-01, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 2.276535875536843889e+00, 1.723464124463156111e+00, 2.323422146832425739e+01, 3.885780586188047891e-16, 5.277778500000000150e+00
